Configuration,,,,,,Position,,,Force and Moment,,,,,,Tool Deflection,,,Tool Holder Deflection,,,CAD- CNC = tool+springback,,,CAD- Robot = Robot deflection+tool+holder+springback,,,Springback,,,Rob def,,,,VJM Prediction ,,
-19.35,49.98,15.33,-179.95,-24.7,0,-9.302,11.08,-71,-266.418,-103.516,373.779,-11.4258,29.6265,-0.668335,0.249081558,0.096875591,-0.001663317,0.02842272407,0.01104735602,-0.0003532734841,0.81514,0.8655795,0.47781,1.78365,1.76175,0.60872,0.566058442,0.768703909,0.476146683,0.9400872759,0.885123144,0.1305567265,,0.4848566719,1.205267475,0.07737968407
-19.24,49.57,16.35,-179.95,-24.1,0,-12.44,-7.034,-71.5,-195.557,149.353,354.98,25.5524,25.4242,-0.823975,0.182933835,-0.139593307,-0.001579661,0.02086698214,-0.01593206005,-0.0003355057972,0.81534,0.865643875,0.4778225,1.7895125,1.7678125,0.609095,0.632406165,0.726050568,0.476242839,0.9533055179,0.886236565,0.1309369942,,0.4326407951,1.084927857,-0.1331561483
-19.66,49.4,16.78,-179.95,-23.84,0,4.647,-13.514,-71.5,76.1108,210.144,368.408,38.3698,-8.64258,-2.82898,-0.071086018,-0.196560781,-0.001639416,-0.008117006467,-0.02242276286,-0.0003481971371,0.81534,0.865643875,0.4778225,1.7895125,1.7678125,0.609095,0.744253982,0.669083094,0.476183084,0.9660554935,0.8797458621,0.1309243029,,0.2961015281,0.8378746494,-0.1795377509
-19.93,49.74,15.94,-179.95,-24.33,0,14.129,2.103,-71.5,242.065,-46.3257,361.694,5.44739,-34.0485,-4.51355,-0.226395898,0.043228406,-0.001609538,-0.02582790061,0.004938968824,-0.0003418514672,0.81534,0.865643875,0.4778225,1.7895125,1.7678125,0.609095,0.588944102,0.822415469,0.476212962,0.9483445994,0.8972296562,0.1309306485,,0.1936676172,0.6481532456,0.0352381431
-19.59,50.05,15.2,-179.95,-24.76,0,-0.062,14.28,-71.5,60.791,-258.484,368.774,-27.7222,-15.3442,-2.96631,-0.056951223,0.241737402,-0.001641044,-0.006490059942,0.02757919775,-0.0003485430584,0.81534,0.865643875,0.4778225,1.7895125,1.7678125,0.609095,0.758388777,0.623906473,0.476181456,0.9676824401,0.8745894273,0.1309239569,,0.2981672653,0.8527076974,0.2077126141
-19.22,49.8,15.79,-179.95,-24.42,0,-14.06,2.545,-71.5,-221.13,-175.781,392.944,-21.1853,21.8628,-1.07117,0.20678435,0.164496074,-0.001748601,0.02359292003,0.0187592177,-0.0003713870922,0.81534,0.865643875,0.4778225,1.7895125,1.7678125,0.609095,0.60855565,0.701147801,0.476073899,0.95057958,0.8834094073,0.1309011129,,0.480018868,1.20603306,0.1360868448
-19.22,49.8,15.79,-179.95,-24.42,0,-5.003,-13.193,-72,-256.409,112.854,352.539,18.5028,31.4392,-1.14441,0.239881366,-0.105507916,-0.001568799,0.02736114764,-0.01203969961,-0.0003331987105,0.81556,0.865708,0.47784,1.7954,1.7739,0.60948,0.575678634,0.760200084,0.476271201,0.9524788524,0.8961523004,0.1313068013,,0.4662423154,1.152425897,-0.1008572757
-19.22,49.8,15.79,-179.95,-24.42,0,12.493,-6.557,-72,-8.54492,220.215,369.629,38.3057,2.81067,-2.12402,0.008036748,-0.206031867,-0.001644849,0.0009135058295,-0.02349937727,-0.0003493511531,0.81556,0.865708,0.47784,1.7954,1.7739,0.60948,0.807523252,0.659676133,0.476195151,0.9789264942,0.8846926227,0.1312906488,,0.3422011947,0.9347458203,-0.1852865637
-19.22,49.8,15.79,-179.95,-24.42,0,8.721,11.088,-72,226.807,51.0254,364.258,18.7317,-30.3955,-4.22974,-0.212185992,-0.047778487,-0.001620948,-0.02420229001,-0.005446534313,-0.0003442748061,0.81556,0.865708,0.47784,1.7954,1.7739,0.60948,0.603374008,0.817929513,0.476219052,0.95563771,0.9027454657,0.1312957252,,0.2022304376,0.6658503482,-0.04486641865
-19.22,49.8,15.79,-179.95,-24.42,0,-9.956,9.994,-72,129.883,-214.722,365.845,-19.9677,-23.3276,-3.48816,-0.121535296,0.200876802,-0.00162801,-0.01386064644,0.02291258653,-0.0003457747433,0.81556,0.865708,0.47784,1.7954,1.7739,0.60948,0.694024704,0.664831198,0.47621199,0.9659793536,0.8852794135,0.1312942253,,0.2587470124,0.7705973636,0.1744378204
-19.22,49.8,15.79,-179.95,-24.42,0,-11.479,-7.866,-72.5,-113.037,-265.564,353.271,-31.4392,7.86438,-1.19934,0.105763596,0.248429453,-0.001572056,0.01206256927,0.02833740394,-0.0003338905529,0.8158,0.865771875,0.4778625,1.8013125,1.7800125,0.609875,0.710036404,0.617342422,0.476290444,0.9734499307,0.8859032211,0.1316786094,,0.3873968893,1.002378061,0.2187105438
-19.22,49.8,15.79,-179.95,-24.42,0,6.425,-12.343,-72.5,-277.039,8.48389,373.901,4.13818,32.785,-0.604248,0.259171302,-0.007979167,-0.001663859,0.02956214706,-0.000906974181,-0.0003533887911,0.8158,0.865771875,0.4778625,1.8013125,1.7800125,0.609875,0.556628698,0.857792708,0.476198641,0.9559503529,0.9133336508,0.1316591112,,0.4974269094,1.226625179,-0.005923092096
-19.22,49.8,15.79,-179.95,-24.42,0,13.148,4.574,-72.5,-91.6748,205.444,362.183,34.6985,13.0646,-1.37329,0.085702314,-0.192218828,-0.001611714,0.00978002181,-0.02192341012,-0.0003423136406,0.8158,0.865771875,0.4778625,1.8013125,1.7800125,0.609875,0.730097686,0.673553047,0.476250786,0.9757324782,0.8923172149,0.1316701864,,0.3781738726,0.9941729513,-0.1673086377
-19.22,49.8,15.79,-179.95,-24.42,0,-2.956,13.603,-72.5,184.57,121.948,365.356,27.7313,-23.5931,-3.8269,-0.172701711,-0.114024188,-0.001625834,-0.01969641687,-0.01301044572,-0.0003453125698,0.8158,0.865771875,0.4778625,1.8013125,1.7800125,0.609875,0.643098289,0.751747687,0.476236666,0.9658160831,0.9012301793,0.1316671874,,0.2256850773,0.7106265413,-0.09874277663
-19.22,49.8,15.79,-179.95,-24.42,0,-13.68,-1.273,-73,174.561,-160.095,378.784,-11.1511,-28.125,-3.74451,-0.16323713,0.149815554,-0.001685589,-0.01862438111,0.01708515844,-0.0003580039098,0.81606,0.8658355,0.47789,1.80725,1.78615,0.61028,0.65282287,0.716019946,0.476204411,0.9725656189,0.9032293416,0.1320319961,,0.2491326635,0.7649439973,0.1346594046
-19.22,49.8,15.79,-179.95,-24.42,0,-0.386,-13.733,-73,-76.2329,-280.273,365.479,-32.3456,2.07825,-1.93176,0.071386139,0.262108981,-0.001626382,0.008137389597,0.02990376806,-0.0003454288221,0.81606,0.8658355,0.47789,1.80725,1.78615,0.61028,0.744673861,0.603726519,0.476263618,0.9830526104,0.8904107319,0.1320445712,,0.3800331123,0.9990260656,0.2370625688
-19.22,49.8,15.79,-179.95,-24.42,0,13.587,-2.038,-73,-272.766,-56.1523,370.239,-4.85229,30.7159,-0.585938,0.255100116,0.052418092,-0.001647564,0.02910326726,0.005987416601,-0.0003499276885,0.81606,0.8658355,0.47789,1.80725,1.78615,0.61028,0.560959884,0.813417408,0.476242436,0.9620867327,0.9143270834,0.1320400723,,0.4887082793,1.205437135,0.05200133198
-19.22,49.8,15.79,-179.95,-24.42,0,3.661,13.242,-73,-143.372,181.824,354.492,30.2673,19.1711,-1.10779,0.133990647,-0.170062798,-0.001577489,0.01529354931,-0.01940062809,-0.0003350445689,0.81606,0.8658355,0.47789,1.80725,1.78615,0.61028,0.682069353,0.695772702,0.476312511,0.9758964507,0.9009138719,0.1320549554,,0.3973301918,1.0224092,-0.1473652969
-19.22,49.8,15.79,-179.95,-24.42,0,-12.704,5.231,-73,146.973,168.579,360.107,33.0963,-17.7979,-3.55225,-0.137481936,-0.157565823,-0.001602476,-0.01568265073,-0.01798308497,-0.00034035153,0.81606,0.8658355,0.47789,1.80725,1.78615,0.61028,0.678578064,0.708269677,0.476287524,0.9755073493,0.902331415,0.1320496485,,0.2441490126,0.7423920079,-0.1374684188
-19.22,49.8,15.79,-179.95,-24.42,0,-6.639,-11.82,-73.5,223.206,-93.2007,358.276,-1.94092,-32.4554,-3.92761,-0.208656446,0.087203646,-0.001594328,-0.02381167516,0.009945768151,-0.0003386209786,0.81634,0.865898875,0.4779225,1.8132125,1.7923125,0.610695,0.607683554,0.778695229,0.476328172,0.9730608248,0.9164678568,0.132433879,,0.2064841002,0.6710751998,0.08007508093
-19.22,49.8,15.79,-179.95,-24.42,0,11.134,-7.724,-73.5,-20.3247,-283.691,361.206,-31.7505,-5.04456,-2.35291,0.019059697,0.265224527,-0.001607367,0.002170612111,0.03026525005,-0.0003413902388,0.81634,0.865898875,0.4779225,1.8132125,1.7923125,0.610695,0.797280303,0.600674348,0.476315133,0.9947018879,0.896148375,0.1324311098,,0.3433705847,0.926453071,0.2387735676
-19.22,49.8,15.79,-179.95,-24.42,0,8.375,10.665,-73.5,-268.005,-112,387.939,-12.2772,28.9581,-0.67749,0.250553249,0.104678288,-0.001726329,0.0285915564,0.01194735663,-0.0003666566665,0.81634,0.865898875,0.4779225,1.8132125,1.7923125,0.610695,0.565786751,0.761220587,0.476196171,0.9682809436,0.9144662684,0.1324058433,,0.4982276745,1.235025589,0.09316471066
-19.22,49.8,15.79,-179.95,-24.42,0,-9.578,9.6,-73.5,-198.975,157.043,358.276,26.1749,25.1678,-0.814819,0.186011311,-0.146797682,-0.001594328,0.02122695809,-0.01675305012,-0.0003386209786,0.81634,0.865898875,0.4779225,1.8132125,1.7923125,0.610695,0.630328689,0.719101193,0.476328172,0.9756455419,0.9096605749,0.132433879,,0.4325549596,1.091371209,-0.133800937
-19.22,49.8,15.79,-179.95,-24.42,0,-10.539,-8.241,-74,87.6465,202.393,363.159,36.7218,-10.144,-2.82898,-0.081907537,-0.189198327,-0.001616058,-0.009349132063,-0.0215912675,-0.0003432360973,0.81664,0.865962,0.47796,1.8192,1.7985,0.61112,0.734732463,0.676763673,0.476343942,0.9932108679,0.9109467325,0.1328167639,,0.2836861384,0.8206644421,-0.1714557206
-19.22,49.8,15.79,-179.95,-24.42,0,7.602,-11.013,-74,234.802,-72.8149,360.596,1.62964,-33.1238,-4.22974,-0.219503471,0.068042485,-0.001604652,-0.02504901261,0.007766883514,-0.0003408137034,0.81664,0.865962,0.47796,1.8192,1.7985,0.61112,0.597136529,0.797919515,0.476355348,0.9775109874,0.9247711165,0.1328191863,,0.2019606889,0.6646428018,0.0584523116
-19.22,49.8,15.79,-179.95,-24.42,0,11.443,6.931,-74,17.5171,-280.945,364.99,-30.5328,-9.71375,-2.77405,-0.016428766,0.262651006,-0.001624206,-0.001870845661,0.02997204821,-0.0003449666486,0.81664,0.865962,0.47796,1.8192,1.7985,0.61112,0.800211234,0.603310994,0.476335794,1.000689154,0.9025659518,0.1328150334,,0.3214592491,0.8867550827,0.2289632634
-19.22,49.8,15.79,-179.95,-24.42,0,-6.234,11.826,-74,-252.075,-147.827,391.602,-16.8274,26.2207,-0.741577,0.235644311,0.138288304,-0.001742629,0.02689145438,0.01577407357,-0.0003701187143,0.81664,0.865962,0.47796,1.8192,1.7985,0.61112,0.580995689,0.727673696,0.476217371,0.9756685456,0.9167639264,0.1327898813,,0.4923381227,1.226549927,0.1141254797
-19.22,49.8,15.79,-179.95,-24.42,0,-12.324,-4.691,-74.5,-220.276,129.883,356.445,22.1375,27.2186,-0.531006,0.206023391,-0.121377891,-0.00158618,0.02350329357,-0.01385441943,-0.0003368904273,0.81696,0.866024875,0.4780025,1.8252125,1.8047125,0.611555,0.610936609,0.744646984,0.47641632,0.9847492064,0.9248332056,0.1332156096,,0.446784154,1.118091865,-0.1165541487
-19.22,49.8,15.79,-179.95,-24.42,0,4.302,-12.478,-74.5,56.0913,212.83,368.652,37.6831,-6.10657,-2.45361,-0.052367531,-0.199058401,-0.001640501,-0.005981164808,-0.02270878013,-0.0003484277513,0.81696,0.866024875,0.4780025,1.8252125,1.8047125,0.611555,0.764592469,0.666966474,0.476361999,1.002271335,0.9159788449,0.1332040722,,0.3074166625,0.8699628057,-0.1825322491
-19.22,49.8,15.79,-179.95,-24.42,0,12.713,3.548,-74.5,240.417,-45.2271,360.474,5.4657,-33.1146,-4.2572,-0.22485087,0.042208351,-0.001604109,-0.02565191541,0.004822044179,-0.0003406983964,0.81696,0.866024875,0.4780025,1.8252125,1.8047125,0.611555,0.59210913,0.823816524,0.476398391,0.9826005846,0.9338655808,0.1332118016,,0.1943885796,0.6487651703,0.03229841977
-19.22,49.8,15.79,-179.95,-24.42,0,-2.781,12.896,-74.5,40.4053,-266.907,369.629,-28.2074,-12.5244,-2.75574,-0.037874646,0.249618531,-0.001644849,-0.004314528441,0.02847804954,-0.0003493511531,0.81696,0.866024875,0.4780025,1.8252125,1.8047125,0.611555,0.779085354,0.616406344,0.476357651,1.003937972,0.9102095755,0.1332031488,,0.3111318113,0.870523812,0.2141029048
-19.22,49.8,15.79,-179.95,-24.42,0,-12.911,-1.559,-75,-231.506,-160.095,382.813,-18.1,23.3826,-0.622559,0.216502875,0.149804906,-0.001703518,0.0247005813,0.01708473719,-0.0003618118788,0.8173,0.8660875,0.47805,1.83125,1.81095,0.612,0.600797125,0.716282594,0.476346482,0.9892494187,0.9277777628,0.1335881881,,0.4771497429,1.193018556,0.1247643002
-19.22,49.8,15.79,-179.95,-24.42,0,1.569,-12.923,-75,-233.215,128.052,355.225,21.4783,28.3356,-0.595093,0.218176031,-0.119757492,-0.001580751,0.02488588689,-0.01366269769,-0.0003357373565,0.8173,0.8660875,0.47805,1.83125,1.81095,0.612,0.599123969,0.746330008,0.476469249,0.9890641131,0.9311998023,0.1336142626,,0.455161346,1.133711462,-0.1104178195
-19.22,49.8,15.79,-179.95,-24.42,0,12.99,0.79,-75,52.8564,210.388,371.216,37.1155,-5.44739,-2.46277,-0.049433904,-0.196833623,-0.001651911,-0.005639641388,-0.02245056305,-0.0003508510902,0.8173,0.8660875,0.47805,1.83125,1.81095,0.612,0.767866096,0.669253877,0.476398089,1.008310359,0.922411937,0.1335991489,,0.3075539859,0.8703806739,-0.1757082869
-19.22,49.8,15.79,-179.95,-24.42,0,-0.387,13.005,-75,242.737,-39.7339,359.497,6.28052,-33.0139,-4.2572,-0.227082003,0.037159763,-0.001599762,-0.02590188065,0.004239451754,-0.0003397749946,0.8173,0.8660875,0.47805,1.83125,1.81095,0.612,0.590217997,0.828927737,0.476450238,0.9880481194,0.9406230482,0.133610225,,0.189510544,0.6376836795,0.03130871481
-19.22,49.8,15.79,-179.95,-24.42,0,-12.829,-0.388,-75.5,47.0581,-268.982,370.483,-28.1433,-13.3118,-2.72827,-0.044002837,0.251623954,-0.001648649,-0.005020652866,0.02870200945,-0.0003501583026,0.81766,0.866149875,0.4781025,1.8373125,1.8172125,0.612455,0.773657163,0.614525921,0.476453851,1.014631847,0.9223606156,0.1340023417,,0.3123643096,0.8752809647,0.2217699176
-19.22,49.8,15.79,-179.95,-24.42,0,-0.387,-12.822,-75.5,-235.046,-158.813,390.259,-17.9443,23.5931,-0.631714,0.219893935,0.148514478,-0.001736653,0.02508146598,0.01694433376,-0.0003688493913,0.81766,0.866149875,0.4781025,1.8373125,1.8172125,0.612455,0.597766065,0.717635397,0.476365847,0.994571034,0.9341182912,0.1339836506,,0.4894600445,1.223412069,0.1327680543
-19.22,49.8,15.79,-179.95,-24.42,0,12.836,0,-75.5,-234.131,126.099,356.079,21.2585,28.3173,-0.494385,0.218944122,-0.118005419,-0.001584552,0.02498011679,-0.01345726364,-0.0003365445061,0.81766,0.866149875,0.4781025,1.8373125,1.8172125,0.612455,0.598715878,0.748144456,0.476517948,0.9946723832,0.9376053614,0.1340159555,,0.452608642,1.127785792,-0.1005439459
-19.22,49.8,15.79,-179.95,-24.42,0,0.774,12.809,-75.5,50.9033,208.435,364.38,36.7126,-5.4657,-2.2522,-0.047689223,-0.194919976,-0.001621491,-0.005434492791,-0.02223873708,-0.0003443901132,0.81766,0.866149875,0.4781025,1.8373125,1.8172125,0.612455,0.769970777,0.671229899,0.476481009,1.014218007,0.9288238879,0.1340081099,,0.2988489086,0.8470340067,-0.1698836145
-19.22,49.8,15.79,-179.95,-24.42,0,-12.829,0.388,-75.5,242.31,-49.9878,360.962,4.73328,-32.8583,-4.35791,-0.226595159,0.046832609,-0.001606281,-0.02585285959,0.005336795746,-0.0003411596247,0.81766,0.866149875,0.4781025,1.8373125,1.8172125,0.612455,0.591064841,0.819317266,0.476496219,0.9937996404,0.9457258293,0.1340113404,,0.1949854851,0.6506654496,0.04460313892
-19.45,49.78,16.51,-179.95,-23.73,0,-0.387,-12.64,-76,33.1421,-270.935,363.647,-28.363,-11.5082,-2.59094,-0.030905475,0.253361017,-0.001618229,-0.003532590479,0.0289068497,-0.0003436973256,0.81804,0.866212,0.47816,1.8434,1.8235,0.61292,0.787134525,0.612850983,0.476541771,1.02182741,0.9283811503,0.1344163027,,0.3174911207,0.8712726569,0.2322823309
-19.45,49.78,16.51,-179.95,-23.73,0,12.627,-0.76,-76,-246.521,-151.855,384.644,-16.7999,25.1404,-0.65918,0.230533713,0.141912237,-0.001711666,0.02630217112,0.0161981837,-0.0003635424302,0.81804,0.866212,0.47816,1.8434,1.8235,0.61292,0.587506287,0.724299763,0.476448334,0.9990578289,0.9410898163,0.1343964576,,0.4890917673,1.202178061,0.1334197918
-19.45,49.78,16.51,-179.95,-23.73,0,0.006,12.64,-76,-218.201,135.681,355.591,22.7966,26.4679,-0.50354,0.203960867,-0.126878714,-0.00158238,0.02327707475,-0.01447614657,-0.0003360832777,0.81804,0.866212,0.47816,1.8434,1.8235,0.61292,0.614079133,0.739333286,0.47657762,1.002082925,0.9428118534,0.1344239167,,0.442586753,1.092368906,-0.110925161
-19.45,49.78,16.51,-179.95,-23.73,0,-12.647,0.38,-76,74.2798,209.412,364.868,36.8408,-8.37708,-2.58179,-0.06946357,-0.19573958,-0.001623663,-0.007925203673,-0.02233925645,-0.0003448513415,0.81804,0.866212,0.47816,1.8434,1.8235,0.61292,0.74857643,0.67047242,0.476536337,1.017434796,0.9349487435,0.1344151487,,0.2913815015,0.8230589172,-0.1748727542
-19.45,49.78,16.51,-179.95,-23.73,0,0.014,-12.458,-76.5,233.459,-74.2188,360.229,1.41907,-32.2815,-4.08325,-0.218226877,0.069403312,-0.001603019,-0.02490490483,0.007918568239,-0.0003404668371,0.81844,0.866273875,0.4782225,1.8495125,1.8298125,0.613395,0.600213123,0.796870563,0.476619481,1.006167595,0.9556200568,0.1348320332,,0.2024402423,0.6570900075,0.06349901005
-19.45,49.78,16.51,-179.95,-23.73,0,12.446,0.746,-76.5,-3.72314,-282.288,363.403,-30.1758,-7.00378,-2.4353,0.003476612,0.263887161,-0.001617143,0.0003970337753,0.03011455622,-0.0003434667114,0.81844,0.866273875,0.4782225,1.8495125,1.8298125,0.613395,0.814963388,0.602386714,0.476605357,1.030675466,0.9334240688,0.1348290333,,0.3338039649,0.8992820196,0.2368423952
-19.45,49.78,16.51,-179.95,-23.73,0,-1.132,12.419,-76.5,-268.494,-117.92,387.695,-12.3505,28.1433,-0.50354,0.250982686,0.110277204,-0.001725243,0.02864262773,0.01258146761,-0.0003664260523,0.81844,0.866273875,0.4782225,1.8495125,1.8298125,0.613395,0.567457314,0.755996671,0.476497257,1.002429872,0.9509571574,0.1348060739,,0.4997530974,1.222301268,0.09523856559
-19.45,49.78,16.51,-179.95,-23.73,0,-12.233,-1.095,-77,-189.331,168.518,359.985,27.3193,23.4467,-0.778198,0.17705213,-0.157499429,-0.001601933,0.02020035614,-0.0179762068,-0.0003402362229,0.81886,0.8663355,0.47829,1.85565,1.83615,0.61388,0.64180787,0.708836071,0.476688067,1.016589644,0.9518382932,0.1352497638,,0.4343562767,1.082486912,-0.1466978174
-19.45,49.78,16.51,-179.95,-23.73,0,1.481,-12.2,-77,129.272,183.899,364.624,33.9569,-15.1978,-3.17688,-0.120799521,-0.171975161,-0.001622577,-0.01378895302,-0.01962090649,-0.0003446207274,0.81886,0.8663355,0.47829,1.85565,1.83615,0.61388,0.698060479,0.694360339,0.476667423,1.023001047,0.9501935935,0.1352453793,,0.2643982426,0.7749387731,-0.1581566641
-19.45,49.78,16.51,-179.95,-23.73,0,12.014,2.585,-77,219.727,-101.257,366.821,-2.69165,-31.2927,-3.65295,-0.205485978,0.09460345,-0.001632353,-0.02344376877,0.0108000201,-0.0003466971999,0.81886,0.8663355,0.47829,1.85565,1.83615,0.61388,0.613374022,0.77173205,0.476657647,1.013346231,0.9590144799,0.1352433028,,0.2117076317,0.6773039942,0.0807286048
-19.45,49.78,16.51,-179.95,-23.73,0,-2.959,11.914,-77,-53.5278,-288.208,363.037,-31.5033,-0.796509,-1.9043,0.049973039,0.269525556,-0.001615515,0.005707765405,0.03075022898,-0.0003431207902,0.81886,0.8663355,0.47829,1.85565,1.83615,0.61388,0.768886961,0.596809944,0.476674485,1.031082235,0.939064271,0.1352468792,,0.3578520954,0.9417296359,0.2346184619
-19.45,49.78,16.51,-179.95,-23.73,0,-11.561,-3.587,-77.5,-280.457,-64.3921,380.981,-5.31006,30.3864,-0.32959,0.262280405,0.060295745,-0.001695365,0.02992337419,0.00687336214,-0.0003600803823,0.8193,0.866396875,0.4783625,1.8618125,1.8425125,0.614375,0.557019595,0.80610113,0.476667135,1.012589126,0.9692422629,0.1356524196,,0.5051553635,1.22925697,0.04735878863
-19.45,49.78,16.51,-179.95,-23.73,0,4.626,-11.188,-77.5,-131.104,197.021,360.718,31.8695,16.7725,-1.08032,0.12267088,-0.18426507,-0.001605195,0.01399067257,-0.02102168506,-0.0003409290105,0.8193,0.866396875,0.4783625,1.8618125,1.8425125,0.614375,0.69662912,0.682131805,0.476757305,1.028521827,0.9550939399,0.135671571,,0.4055317975,1.031397999,-0.1675368598
-19.45,49.78,16.51,-179.95,-23.73,0,10.721,5.627,-77.5,178.955,131.409,363.281,27.8229,-21.9635,-3.53394,-0.167378802,-0.122953228,-0.0016166,-0.01909448291,-0.01402310041,-0.0003433514043,0.8193,0.866396875,0.4783625,1.8618125,1.8425125,0.614375,0.651921198,0.743443647,0.4767459,1.023418017,0.9620925246,0.1356691486,,0.2302066481,0.7084939317,-0.1112507455
-19.45,49.78,16.51,-179.95,-23.73,0,-6.58,10.163,-77.5,170.044,-180.115,377.197,-13.2935,-26.4496,-3.52478,-0.159079682,0.168471911,-0.001678527,-0.01814508229,0.0192185771,-0.0003565039726,0.8193,0.866396875,0.4783625,1.8618125,1.8425125,0.614375,0.660220318,0.697924964,0.476683973,1.024367418,0.9568970479,0.135655996,,0.2465956069,0.7484916058,0.1487636895
-19.45,49.78,16.51,-179.95,-23.73,0,-9.782,-6.797,-78,-98.6328,-272.339,356.567,-30.1758,5.52979,-1.23596,0.092276044,0.25472659,-0.001586723,0.01052504394,0.02905872914,-0.0003370057344,0.81976,0.866458,0.47844,1.868,1.8489,0.61488,0.727483956,0.61173141,0.476853277,1.037714956,0.9533832709,0.1361029943,,0.3826006392,0.9846833862,0.2284005223
-19.45,49.78,16.51,-179.95,-23.73,0,7.871,-8.94,-78,-278.259,12.6953,376.099,4.98962,31.3385,-0.366211,0.260259942,-0.011926813,-0.001673641,0.02969024638,-0.00135667394,-0.0003554662089,0.81976,0.866458,0.47844,1.868,1.8489,0.61488,0.559500058,0.854531187,0.476766359,1.018549754,0.9810853261,0.1360845338,,0.5009766937,1.218513119,-0.006715154662
-19.45,49.78,16.51,-179.95,-23.73,0,7.871,8.94,-78,-50.9644,225.037,367.188,36.4014,7.57141,-1.7395,0.047594465,-0.210483589,-0.001633987,0.005435002703,-0.02401157575,-0.0003470440663,0.81976,0.866458,0.47844,1.868,1.8489,0.61488,0.772165535,0.655974411,0.476806013,1.042804997,0.9584304242,0.1360929559,,0.3607005953,0.9512778787,-0.1838744165
-19.45,49.78,16.51,-179.95,-23.73,0,-9.782,6.797,-78,222.534,60.8521,356.812,18.9972,-28.2349,-3.92761,-0.208134471,-0.056836239,-0.001587813,-0.02374418816,-0.006489769702,-0.0003372372937,0.81976,0.866458,0.47844,1.868,1.8489,0.61488,0.611625529,0.809621761,0.476852187,1.024495812,0.9759522303,0.1361027627,,0.1998591925,0.6473711937,-0.04758741492
-19.45,49.78,16.51,-179.95,-23.73,0,-5.794,-10.205,-78.5,116.15,-242.249,367.676,-22.522,-20.4803,-3.24097,-0.108538733,0.226562064,-0.001636158,-0.01238932651,0.02584729873,-0.0003475052946,0.82024,0.866518875,0.4785225,1.8742125,1.8553125,0.615395,0.711701267,0.639956811,0.476886342,1.041583173,0.9629463263,0.1365249947,,0.2743610861,0.7948788279,0.2074621316
-19.45,49.78,16.51,-179.95,-23.73,0,10.951,-4.201,-78.5,-222.534,-200.439,398.438,-22.1191,20.1965,-0.942993,0.208118404,0.187344255,-0.001773049,0.02374355253,0.02138172862,-0.0003765796913,0.82024,0.866518875,0.4785225,1.8742125,1.8553125,0.615395,0.612121596,0.67917462,0.476749451,1.030228947,0.9674118964,0.1364959203,,0.4890145329,1.213108647,0.1741602912
-19.45,49.78,16.51,-179.95,-23.73,0,2.764,11.399,-78.5,-255.432,122.986,351.563,19.693,29.4159,-0.65918,0.238773717,-0.11501977,-0.001564455,0.02724923306,-0.01312217846,-0.0003322762538,0.82024,0.866518875,0.4785225,1.8742125,1.8553125,0.615395,0.581466283,0.751499105,0.476958045,1.026723267,0.9756714465,0.1365402237,,0.4595714408,1.120394563,-0.09948210298
-19.45,49.78,16.51,-179.95,-23.73,0,-11.638,1.458,-78.5,52.002,215.942,361.084,36.4288,-5.10864,-2.5177,-0.048635884,-0.201843573,-0.001606824,-0.0055485209,-0.02303586464,-0.0003412749318,0.82024,0.866518875,0.4785225,1.8742125,1.8553125,0.615395,0.771604116,0.664675302,0.476915676,1.048423979,0.9657577604,0.1365312251,,0.3001421507,0.8361267376,-0.180540852
-19.45,49.78,16.51,-179.95,-23.73,0,0.052,-11.547,-79,236.572,-50.9033,355.713,4.54102,-31.485,-4.10156,-0.221133947,0.047597968,-0.001582923,-0.02523688139,0.0054308827,-0.0003361985848,0.82074,0.8665795,0.47861,1.88045,1.86175,0.61592,0.599606053,0.818981532,0.477027077,1.034473119,0.9897396173,0.1369738014,,0.1967409999,0.6431660617,0.04343614016
-19.45,49.78,16.51,-179.95,-23.73,0,11.301,2.439,-79,9.82666,-279.48,360.352,-28.9032,-8.29468,-2.37122,-0.009204998,0.261256707,-0.001603566,-0.001049057716,0.02981478078,-0.0003405830893,0.82074,0.8665795,0.47861,1.88045,1.86175,0.61592,0.811535002,0.605322793,0.477006434,1.058660942,0.9653557192,0.1369694169,,0.3229749732,0.8767436182,0.2334927953
-19.45,49.78,16.51,-179.95,-23.73,0,-4.1,10.81,-79,-274.536,-114.99,377.197,-11.4441,28.2898,-0.457764,0.256633628,0.107552742,-0.001678527,0.0292873001,0.01226946997,-0.0003565039726,0.82074,0.8665795,0.47861,1.88045,1.86175,0.61592,0.564106372,0.759026758,0.476931473,1.0304227,0.98290103,0.136953496,,0.4935771049,1.202714325,0.09156955184
-19.45,49.78,16.51,-179.95,-23.73,0,-9.919,-5.577,-79.5,-165.955,182.617,352.417,28.9032,20.343,-0.897217,0.155214815,-0.170691993,-0.001568256,0.01770718908,-0.01948079026,-0.0003330834034,0.82126,0.866639875,0.4787025,1.8867125,1.8682125,0.616455,0.666045185,0.695947882,0.477134244,1.047745311,0.9820918347,0.1374194166,,0.4153704941,1.042057989,-0.1586562356
